usps,congress,year,cd,R_isoa,R_isop,R_LIC,R_SCC,R_mean,R_harm,R_dyn,pop_hull,A_hull,IP_d,obj_ip_dist,obj_polsby,obj_lic,obj_scc,obj_inertia_a,obj_inertia_p,obj_mean_radius,obj_harm_radius,obj_dyn_radius,obj_axis,obj_exchange,obj_hull_pop,obj_hull_area,obj_rohrbach
FL,107,1990,22,11538.832374214488,53003.754103115316,2983.612386367881,60365.98567368533,33057.2515949829,7179.960274606553,38366.75771727254,1434416,1084624733.890987,36452.158513880066,0.28660660675519023,0.04739259263946518,0.06685918436011959,0.036537525888694064,0.043743362726306315,0.05877755271679467,0.23270400728990095,0.8035443047661425,0.21266291717709326,0.003177976154071215,0.1694190941169284,0.39864376861384704,0.3856506764762702,0.2526316208313737
FL,107,1990,23,36202.74313703794,129450.22230809586,21974.604371366582,85268.63025787787,30825.649518159713,21422.86198393345,36555.55521528057,2093534,10231368719.855324,48924.945466340534,0.669975176611746,0.07821271407289175,0.3684335509083981,0.18026208277814576,0.5210663304213308,0.3582955608043171,0.7829571304617717,0.8449558038554558,0.7002822148096812,0.16399981572862127,0.7125001283576012,0.26824259840059916,0.4024381041734094,0.805661997159155
GA,107,1990,1,83429.1496886671,155581.02964205417,50730.49283037055,117700.75347847251,62169.513444207565,44790.16485722935,67985.2887980221,622693,24903725912.798656,75054.13074236533,1.006446748212815,0.2875559457418043,0.36974518592338707,0.5024318340077341,0.7539538080517563,0.9091867013305286,0.8946416023617798,0.9313333625205582,0.8677365138323915,0.6331124088280484,0.768124420299983,0.9439306367664323,0.8780539062742516,0.6286953334281002
GA,107,1990,2,97961.65114601143,149161.16355425204,75962.1010144329,121925.62533177725,68802.73621843402,50652.80151622963,74132.63757052993,620221,33021375226.7679,86200.36270943873,1.0289507463150895,0.4313210642764478,0.6012869017408585,0.6455385906821357,0.8732360038708018,0.9967204920107793,0.9492030552874532,0.9669914418714195,0.9343974542342787,0.46550585502826697,0.8405034898773973,0.9473768221327559,0.9129918687060434,0.7657057330150276
GA,107,1990,3,50558.30055665762,96528.47113858658,28775.150878317032,76791.353415942,39989.4764860757,29803.776338268464,43502.77218408988,776608,10763506081.414713,65747.9592350139,0.6962380807064882,0.2743304900569763,0.3239293385794515,0.4334712427035831,0.6750211297504571,0.39228934237524893,0.8428600888579937,0.8481861490105879,0.8217894026982254,0.055760020138897116,0.6958066166852263,0.7607802134410153,0.7460725249614695,0.5994099457634708
GA,107,1990,4,15761.31658246762,28192.062906058432,10064.000205378656,19117.289157188283,11490.014059857742,8588.828493323075,12384.059243211655,706142,970994811.7582352,13535.216524681458,1.0543258821253554,0.3125584706221968,0.40771462405897835,0.6797236276829712,0.8087128525111291,1.062428888968116,0.9144936058017182,0.9175475208708854,0.8999419024904899,0.3778442584006488,0.7773016879012311,0.8378796332748937,0.8037443778458175,0.6577161242984076
GA,107,1990,5,18225.170924542057,35644.15922184095,11237.797426381225,26887.03443795354,14260.333666594734,10085.035129123302,15806.657175506052,741304,1366412609.5802279,13935.841336954289,1.1840935081270103,0.26143665010634076,0.38020618574739196,0.45947026741640073,0.6652891930052821,1.257648407447004,0.8520217151830548,0.903574984677638,0.8152983775087792,0.3334462178532027,0.7084083510725587,0.7926761490562576,0.7636796739944997,0.6919540505772873
GA,107,1990,6,22255.532196069817,55930.510535686095,11011.479456661158,32437.552041863004,18037.2553556201,12842.833113994231,19984.609123029906,1004852,2420385570.918304,20309.35390257653,0.9921776954456758,0.15833553754807664,0.24480223456842856,0.4707386137842736,0.6269427684030794,0.9051198518234691,0.8225764492170137,0.866457268366238,0.7874578700977154,0.3939802820758846,0.682750645935115,0.582530561714561,0.64289683170897,0.5226048444134671
GA,107,1990,7,55754.53863205192,100278.76665480873,31724.305542114704,94314.76454597051,46780.42220407552,32224.398669789865,52771.73988405504,826003,12170986723.46273,55845.87898505031,0.9039339098559206,0.30913094752172493,0.3237604501404779,0.3494629051934879,0.5587095882620243,0.7226244476505441,0.7945565830769632,0.8650982009529534,0.7470743324982414,0.24156309852347024,0.6573464821277117,0.7194719631768892,0.80238820647367,0.6087667304213482
GA,107,1990,8,97891.49697711004,220812.2610458731,49754.7127310527,172033.98406331893,84818.82329310133,56498.30609047582,95258.84148846325,827065,42052282321.63479,99994.37414986972,0.8863739552762139,0.19653665950156715,0.2583321785502382,0.32378851916677903,0.527970093139126,0.6336691148364888,0.7694164508651935,0.8663224063775257,0.7266489939561157,0.10285529396339119,0.6389416730199272,0.7108413486243523,0.7158965030666309,0.5055725238162676
GA,107,1990,9,69979.44069238458,119031.76120599422,45565.170115777786,109457.41321495095,54434.076312364086,28478.6967976752,60436.258518729774,694322,17609837917.357178,78659.80095013478,0.8054993738763622,0.3456330113191744,0.4239601702726804,0.4087432309145745,0.66931780292614,0.5845658783009883,0.8570543237268642,1.2286278615476747,0.818762416304969,0.17742638841668634,0.728297297920035,0.8441429192795273,0.8736459101399798,0.659757189641221
GA,107,1990,10,90178.2483218293,160516.01198908477,64257.77871604881,111279.32336903115,62516.216430842804,47662.9541213483,67080.12332883014,830717,32072849037.695293,79420.47926313411,1.0280562430118483,0.3156217094828025,0.5077475391004688,0.6567115242593083,0.9037033415433406,0.9348375410799502,0.9616518024736512,0.9459993613933211,0.9505893510557137,0.6315007239658642,0.8571253273640759,0.7078776526783489,0.7965552836138263,0.6830632233755768
GA,107,1990,11,51826.52240175047,100722.40847430525,30533.294325307714,70142.48077987334,39278.2047346356,28811.99260505889,42815.343497894406,846752,11427571899.194374,46246.66934154274,1.0146568483411214,0.2647597318252792,0.3470908712545969,0.5459362006417284,0.7324392023142408,0.9152437512819812,0.8796485269102221,0.8993914983972789,0.8559287965865908,0.28108848039141,0.7421310144796341,0.6971108423717924,0.7384142121980117,0.626180043942333
HI,107,1990,1,12558.799472429593,22338.874101162175,7163.3755297402795,19872.73359018132,10120.024137672417,7357.925857006702,11325.262879843203,638448,641205325.16215,12062.771231785959,0.942645975408584,0.3160630240970744,0.32534129116969207,0.39937514309757194,0.6323199552254873,0.7851984799870191,0.8273234201539554,0.8534198167048854,0.7841241624794804,0.11267292869352245,0.6717740627078528,0.8678999699270732,0.7727677767441944,0.6656974242131128
HI,107,1990,2,71877.70732727839,244521.8779174871,46261.99587620814,313663.0106216373,142672.3512436851,106624.81117236605,172466.8326290223,1101392,16726242212.095337,174217.4228475315,0.37355126733292526,0.08640780780398993,0.41424788434087595,0.05251239411319138,0.0854290873485176,0.103153157947151,0.33586375449629996,0.33705901345552364,0.2946955857685752,0.027671174041492268,0.1672278823541109,0.4969011941252524,0.9703757241298491,0.5354593171263934
ID,107,1990,1,181641.90480139985,396763.52738212043,87126.42572133796,349547.8947427927,181572.911345142,96726.46887450514,208300.9509500727,593359,120106910825.76854,228468.17477199866,0.7198432200758934,0.20958905992874538,0.23007408352380937,0.27003416400607716,0.38041664573339024,0.3836108928394886,0.6669199843954209,0.9389462207964281,0.6166089115142673,0.016188667080852637,0.554384323716996,0.8429702760049144,0.8630063092361324,0.5713126685559424
ID,107,1990,2,189550.34023124079,313739.5916966971,136323.1428181923,222561.7559557869,128853.07099267496,101030.01705086636,137818.6447344818,527697,125714095808.45471,169989.3867134814,1.0096023305568143,0.3650148073150686,0.5172375466338353,0.7253507397829919,0.9452555150565469,0.8925904784026907,0.9807053298301099,0.9380892222150493,0.9725268392527817,0.2863698907342709,0.8770455035866664,0.9599542919516313,0.8978732504550102,0.7852712279050149
IL,107,1990,1,6776.632486645532,18743.16481878646,3253.5970304332996,11010.74077279042,6025.617768776668,4882.994711383488,6491.075453387231,979072,232048064.36257884,7495.725778621567,0.8185549262569647,0.13071999376660326,0.23051524854160071,0.3787867602068197,0.5528779827886564,0.64200932546863,0.7497579774321171,0.693901272394121,0.7382140015666602,0.36836585522842863,0.6379555323471545,0.5923507157798406,0.6217270878900889,0.4529595497673604
IL,107,1990,2,10240.001589529094,23358.468226061497,5051.771004378183,16402.80148683878,8550.217621007065,5896.883781607015,9461.340398604534,962531,516824566.210271,11871.977231872805,0.7809523789291313,0.19218138931642292,0.24338133199451212,0.389730137093087,0.5847375824204556,0.5478553158476261,0.7984203477558585,0.8682553335601346,0.7653011368648146,0.1618103579554421,0.6631292891532292,0.5930042772648362,0.6373922403081974,0.48014050402101405
IL,107,1990,3,10260.29365890752,21004.221443006143,5769.781485439205,16856.877951089133,8478.0178757576,5701.154922555303,9446.91750351114,731964,472857085.7486568,10839.542760951788,0.8570307628630404,0.23861976028687318,0.3162271469603117,0.37048045120249834,0.5958326016149614,0.6662942356532275,0.8068154458796503,0.8998434350832177,0.767988417436939,0.2538326079480275,0.705035867442192,0.7842667125705636,0.6994224257655262,0.5855662091565416
IL,107,1990,4,5731.607458159932,38476.57825923677,2406.4067875374503,11358.85898124794,6135.451068753402,5205.660451383667,6690.538639392645,1485223,333960246.59944844,7293.414867065147,0.7115298173200618,0.022190137438489924,0.1762727620205195,0.2546146934242391,0.31312367172869204,0.39203597377444344,0.6227857733611837,0.5505168375548263,0.6057596733545193,0.29544292686384854,0.38237032695566453,0.37266861609334084,0.30903522009280887,0.34483867863266265
IL,107,1990,5,6597.1739624534075,21057.098661331427,2660.037527788096,11769.348969479444,6190.533354732236,4007.560300545578,6957.445332960005,1099279,228178923.91719735,7891.529407370833,0.7569101693849482,0.0981564422101594,0.16257720572581277,0.31420348095834105,0.4532616723402072,0.507878876085698,0.7104583277314679,0.8230910413943475,0.6704912826865824,0.13069226367201825,0.5630059481586976,0.5307124033116252,0.5992254048589767,0.39139324646409185
IL,107,1990,6,12353.807514723336,24729.150546219007,7791.985542038732,16418.7610152422,9098.690939593092,6364.993546345392,9877.801446577043,873557,660898430.0506744,13231.807469536005,0.8453357585402586,0.2495647618471471,0.39782733042369406,0.5661361635897322,0.765109337793018,0.6653885594457343,0.9051710549529386,0.9704493354762755,0.8843527696298553,0.39546114379053426,0.7723747893087395,0.6331550202219203,0.7254655817892941,0.6247769577771799
IL,107,1990,7,6445.580162309637,20910.418851249342,2538.771082847503,13215.325089760388,7038.5079600554955,4118.207930854452,7910.842582104769,1178212,260636919.79666254,8575.093298555155,0.6805667750692939,0.09501639823864072,0.15513973951782686,0.2378856944521267,0.34032381995677113,0.4174779635583468,0.610506298483447,0.7825709957501221,0.5761350190131076,0.221309362611856,0.4614348882595215,0.48589727485376144,0.5007696111956211,0.34959577162851896
IL,107,1990,8,19354.40723701845,30894.791748443524,10245.017438262705,27707.500064875894,16680.553247132168,11930.695051867231,18289.750749412266,807692,1512630265.616438,20336.942185342195,0.861671649229253,0.39245440258074415,0.28019840209388874,0.4879384741878579,0.5601976977626933,0.6286191076800691,0.7735317867967395,0.8111181768068643,0.7482678572632555,0.14224825318949502,0.5849119461692119,0.7082637936243024,0.777995054959271,0.631824442161023
IL,107,1990,9,6639.9368265744015,10942.34829557773,4514.765490948904,10585.116669991517,4931.84614606606,3734.3756079659397,5433.615736532065,827033,185874215.17471784,7235.154600217101,0.8309286148196868,0.36821953592789125,0.4623198054966506,0.393492624469441,0.7434838105820083,0.630728277438795,0.8975593357835271,0.8890290538009216,0.8640920860770436,0.33244618177949087,0.7965696301435259,0.6781011156749489,0.7451755894414959,0.6951960325050175
IL,107,1990,10,14248.175034144639,22978.059036042625,9332.632371957861,23614.828119461785,12108.89797480135,8068.613695510701,13710.298111988617,613660,735258256.1128956,17179.36842083153,0.7509303050552236,0.3844959782143274,0.42903214615315566,0.3640398321749613,0.5396921729744014,0.5089383537207923,0.7844465595352624,0.8829382327519402,0.7348477111060578,0.22441911737747322,0.6618334815263003,0.9333279014437963,0.8674180321668961,0.6621492456387653
IL,107,1990,11,46596.31095469679,88402.51009370782,24315.66874151966,71548.26795228226,39462.82148893418,27512.674861116142,43519.867254872486,1461543,10199700581.423517,49624.33291276407,0.8501673775506287,0.2778266335742379,0.2723136221171368,0.4241356912066051,0.567780380983995,0.5963061907996041,0.7871765406293096,0.8468153531038831,0.7570925541059453,0.14762025825336103,0.5903170335403854,0.39541087740832803,0.6687526552193245,0.5905956739969667
IL,107,1990,12,54562.697838153814,118332.5734930028,27641.371897821693,115778.69169676414,49253.94811831187,29974.62152833816,55162.36281465265,675774,11619196521.596664,60376.695042585125,0.8182275201792671,0.21260968901052318,0.25664187339439376,0.2220927573721803,0.4945456685397969,0.48711704753289264,0.7385221547057833,0.9101482363433674,0.6994198883544339,0.04371225696765652,0.5825010654181202,0.8466706324895601,0.8049435912358287,0.5395033421170173
IL,107,1990,13,18407.784136779832,27783.822978380824,13876.828407465686,22168.654611425423,12739.591224830752,9798.313166178832,13643.553523822393,752662,1258056447.4995382,16120.28260253511,1.0338950234956357,0.4389540083347111,0.5682996787273156,0.6894842523438907,0.9114139500205302,1.002492855853865,0.9632849182215099,0.9393343438092283,0.9540233757289152,0.6951247974105494,0.8626048375004133,0.7742572363159027,0.8461605439658398,0.750008512108605
IL,107,1990,14,45071.8789885258,68296.91066857151,28883.659733651148,60202.57128077586,33772.98032645721,24838.7073345483,36820.69717577378,759863,7973139386.140363,34103.254717017946,1.1966231982624635,0.43552110820867856,0.4106701274279633,0.5605072650344004,0.7694858489290916,1.1490530074908305,0.8897029233201788,0.9072911561270153,0.8655629501381462,0.3133977696272012,0.7486088149410218,0.7493350775073928,0.8004456401625497,0.6624393204505507
IL,107,1990,15,78692.57113760753,109251.27938579553,62288.17008290205,93946.66952932364,54075.008142898056,42551.570049304646,57912.297324710154,599027,21365152562.801445,69787.16946272353,1.0209529647422486,0.5188172503991161,0.6265326007778738,0.7016244152633708,0.9219062007398411,0.9756496406307046,0.9701656253680735,0.9246729444580563,0.9608330743367823,0.7270819721508498,0.8718697115417333,0.9597213481195338,0.9105658218577188,0.8050575980676207
IL,107,1990,16,50789.48270850956,84680.02536648103,26626.99728917073,96873.98664639026,45869.478140657935,26031.294944807127,52078.614862497656,622810,10089178311.342558,48372.742409416605,0.9506500230606055,0.3597374238180075,0.2748506757231156,0.2748737288227174,0.4892854951857163,0.734883298917925,0.7381739778066877,0.9755466029676203,0.6896033569818646,0.0854228944105872,0.5992508557158174,0.9215988824842247,0.8032332061878875,0.5420127699559366
IL,107,1990,17,83594.50968147676,159554.5996959843,45432.21853485733,143475.9859805263,69018.95659376917,47886.08863413665,76705.67520505056,670219,27389086778.64769,91678.50869759734,0.8255774039472944,0.2744965258363974,0.2953740785414892,0.33946661802689543,0.592743771728025,0.5854168738315119,0.8074545874258496,0.8728475436797795,0.7706110989535321,0.1489095804079047,0.661787798303698,0.8488076285512646,0.8015448540209551,0.538414493951689
IL,107,1990,18,71925.79743038713,128495.01132646346,38781.032176094086,100241.05653050067,55626.64827405211,40188.120394033,60486.40261097646,833557,20899310753.28378,60601.96447936323,1.074596857480229,0.3133262905067952,0.2907162825735546,0.5148468977760986,0.7126891115055146,0.9591867667920937,0.8620064862442078,0.8948639140767881,0.8408372280358971,0.1942585071133003,0.7150532673238881,0.6857419468614624,0.7776555578361104,0.6104640488718028
IL,107,1990,19,94555.40649978777,186275.4320976583,49547.51458336719,159019.414563598,82286.59804391344,54537.290396748525,90951.0745534284,778119,37307226432.659645,121120.91549002213,0.7068297240329205,0.25766864466334516,0.2745813375652303,0.35356757638260466,0.534434020563139,0.4400416074025105,0.7660656676180075,0.8668876452415859,0.7351289631501133,0.15047024840843784,0.607325478496546,0.7304114152205511,0.752886728502648,0.5561889709498906
IL,107,1990,20,89005.45914147858,181729.93861583577,43929.12270157368,146515.6075932783,74958.24966055881,51613.06461603743,83188.3504926941,1128007,33216832635.959686,90241.05251242899,0.8930177188702992,0.23987242736883624,0.24359690750327284,0.3690332592730063,0.5676952506457474,0.7300455365899899,0.7916002978949944,0.8622376892712396,0.7565526104173563,0.2924501890489433,0.6244705884410535,0.5071777036844629,0.7492468817375598,0.5360898114144568
IN,107,1990,1,23208.4689912164,43657.1824841224,16176.199861911207,30176.417766393948,16466.67327841998,10718.824398141773,17958.58338661676,589839,2059955858.0919044,17201.42604666102,1.221601683476701,0.28260612865913964,0.48580281189917407,0.5915039061433729,0.8094617690095812,1.2674598060691347,0.9396137519220603,1.0826032841455937,0.9138173903447565,0.24183705572193856,0.757393075369165,0.9158431368559895,0.8214572038247018,0.7227514836998715
IN,107,1990,2,56685.881128728965,111514.47546644513,32804.77278146112,85029.45232441994,46940.78150821433,35280.212073826624,50993.457132112075,731485,13705426591.03037,58021.46641410059,0.884573213689391,0.2583969074367834,0.3349070305457606,0.4444378519157965,0.6196105996255307,0.700847975935122,0.8050694130974266,0.8033665020225685,0.7860414491963789,0.3533067221687393,0.6936090124779417,0.7591187789223293,0.7365582839855888,0.5595718318008982
IN,107,1990,3,38945.51544877536,68011.43346502507,20838.48357969513,53702.03884716014,32626.644746608355,23452.257452580023,35394.94941524926,621504,6506638047.100514,35246.80695007836,1.0004266667021195,0.32790727743871817,0.28629733925587436,0.5259365624967576,0.5914863000615955,0.8136881852233062,0.7957813979186213,0.8303148540715618,0.77803863335287,0.1764442993314342,0.618279520115326,0.8801278833281845,0.7323322110290763,0.62006012133414
IN,107,1990,4,54828.1264490573,72391.28904706803,36180.82723214533,75268.35221932229,40293.858873245226,29327.957063363545,43710.54682869747,567821,10116608232.991714,37735.62535870911,1.315526004371876,0.5736330843406935,0.43546191000235834,0.5306180195714756,0.7968720042770416,1.4815127301790245,0.9071378448600713,0.9347416584557904,0.8869561884874091,0.270971348971881,0.7675858935969158,0.980358246700985,0.9335159698321577,0.7867244585506113
IN,107,1990,5,76028.0417098893,162496.41908045852,47276.53560505348,118416.6909242206,58335.113193450925,40960.14724309242,64303.54837848307,1051821,29757517435.201313,81115.47099750704,0.8486286570513984,0.2189071862670948,0.38667285035335786,0.41221307865833856,0.70610441033071,0.669738921851813,0.868865394532507,0.9280733447889494,0.8360338614126195,0.5649237009568688,0.764173789899672,0.548314779796182,0.6102401590709444,0.5906294184035338
IN,107,1990,6,41107.80906162918,110600.84529390509,17147.31986721618,60218.99449334559,37528.23376663783,25616.275687505233,40676.60098718003,1333495,8979989462.24921,33097.1082347786,1.1245580108281783,0.13814391791407354,0.17399783210074712,0.4659954347963585,0.5148564687178633,1.1227818055309575,0.7302556846000313,0.8023767694239838,0.7146027406852649,0.32521238988297213,0.5581801109765891,0.4375876924922853,0.5911840480301238,0.48988396048863997
IN,107,1990,7,62791.39271746958,96325.61347944348,45245.20924412966,78034.28719147424,43543.65082988977,33315.45303772781,46829.85400388515,705346,14722632302.70484,66849.61611785626,0.8504499918974687,0.4249292868430681,0.5192122977480662,0.6474843807598318,0.8867772507352989,0.6752227935670683,0.961355506038055,0.9423763898146902,0.94811783071087,0.3746198943001928,0.8455430782935003,0.7800285250075849,0.8413266359381151,0.7785259039644896
IN,107,1990,8,66193.02372564498,128472.91690072729,36388.90277981319,96920.82724985815,52139.57716193199,34091.765318956095,56908.16087311361,642760,17126559840.54812,78167.90585985828,0.7667103505266823,0.2654613332979834,0.30221323570940256,0.46643401698135883,0.684995318619875,0.5092060216810956,0.8463567386960406,0.9708066318413786,0.8224749355018952,0.11586593173701441,0.7204021417687777,0.8693026946294107,0.8037188921993207,0.5603660584602047
IN,107,1990,9,74825.9086281246,171273.6446033428,36061.01126164991,139272.54569379502,67324.07671996496,45015.55574009404,75728.43217237075,831417,25458535471.03727,85609.32768937068,0.7913680200353294,0.1908635159598144,0.23225860030539577,0.2886509364067688,0.4817076567196063,0.5455171789309368,0.740952442510412,0.8311116834827761,0.6986795564307996,0.180990338176489,0.5843214856995631,0.6617665984698412,0.6909083707895349,0.4675865855808197
IN,107,1990,10,12815.683802577694,33315.32063328717,6853.4471005281075,15552.191319507994,9538.556020381557,6864.3580615603705,10331.36812161307,674471,716340396.7097338,10563.27628291731,1.0984763925792065,0.14797746140129672,0.2859792761588091,0.6790478631534045,0.7716686472209725,1.174139475812737,0.8957109633221715,0.9334947046501023,0.8771400666081771,0.8293562462419555,0.7980184477780593,0.7792595975216132,0.7203009655097716,0.47747647823234374
IA,107,1990,1,61261.04525212237,87764.8160177698,41251.449039864565,74211.32221794907,42830.536780920505,29347.153589532267,46067.07990720547,575635,13302455149.024652,60235.40805465967,0.9208314187979286,0.4872231459665055,0.45342933324750523,0.6814413235577715,0.884127232681328,0.7569516583479217,0.9535415594637454,1.0437306136901359,0.9403265978136413,0.23932368623753442,0.8336095994525919,0.9645504529780156,0.8863125003486625,0.7300317977287099
IA,107,1990,2,100869.29883357415,163281.9960386355,69700.4739030406,143618.05072502125,73221.79419273096,54662.41507884942,79681.10467847141,878343,40851055030.20421,96370.22702980034,0.947684337477388,0.3816290290301998,0.47747810101819815,0.49328731552858013,0.8012450665458891,0.8285709999915,0.9183904869277102,0.9226568080469207,0.895135245759508,0.3853202412789253,0.8001123099385137,0.6323953170913869,0.7824644215019272,0.6549991452008086
IA,107,1990,3,107253.99478699532,193729.4114232233,59889.408779146404,182017.5773424646,86843.38120732053,60495.481212864746,96866.7611040225,1013655,47926265752.533485,122233.11376625941,0.7944602726070664,0.3065037806294516,0.3117978367902831,0.3472164517156338,0.6130093246033961,0.5756103306108183,0.8233519031304465,0.8864628616607076,0.7829313807838431,0.33113063500050327,0.680869453130403,0.5478007803443973,0.7540553661701141,0.5552739300904116
IA,107,1990,4,78916.95035821722,129179.95639761287,46923.05425209042,111459.19212711311,61695.15940695403,21951.59710114798,67981.61065814822,616704,23699451912.247505,82602.37873517482,0.8650183556739193,0.37320746418521544,0.3535346271342276,0.5013128149499203,0.6737518010692402,0.51391670098866,0.8527622060553642,1.797521838492794,0.8208500829653272,0.05168995943397749,0.6944472484601802,0.9003930572851806,0.8255666841999175,0.6426179692059013
IA,107,1990,5,121414.94892216302,161650.9246458887,91019.92260975353,146688.98891632038,84216.23788870365,65363.262048921846,90334.61551250938,646912,48737482307.72191,118686.29098883642,0.926230731836611,0.564141354223637,0.5619900168196365,0.6850926255622286,0.9032273713178107,0.8158757058269082,0.9611364899535527,0.9287705747556531,0.9503924186004971,0.3321371249282698,0.8498075295176831,0.8586283760387812,0.9502351802644028,0.8242809464869357
KS,107,1990,1,215701.71843965483,316363.97142878326,166528.38011308986,275598.17724716413,153647.3196466986,110796.14613569026,166359.2943421284,1215307,162060111677.73257,193460.4757485911,1.0095060749751505,0.4648717686208655,0.5960316267636531,0.6125683135989954,0.8411264027482723,0.9424083064164931,0.935917046630539,0.9734170635117958,0.9168357465414328,0.3448034719548269,0.81463912178588,0.510903829238209,0.9019468557039908,0.7559440082711647
KS,107,1990,2,108056.3646508952,218072.49461031466,59076.050908313104,169282.3594376543,96480.06627665227,67275.14317202031,105174.22798182622,1000301,51001139561.05818,117587.16523498617,0.8320281403888824,0.24552681015284944,0.298897448153583,0.40745279174157656,0.532172028040038,0.6042006924540515,0.746657617619847,0.8030927884805733,0.7264839463163665,0.20815533199916145,0.5576006256491419,0.6212679983325019,0.7192348084559883,0.5059893612068379
KS,107,1990,3,36040.13149244557,58681.91513663503,20307.535974750102,41128.38121890874,25218.738305141986,18787.074000358203,27273.69953330368,647981,5427278183.840105,24246.25942331427,1.345826893221415,0.3771934787660868,0.3174985372931063,0.7678731835197388,0.8076669023278522,1.3292984093371616,0.9527341946126663,0.9591736183015624,0.9343881398284287,0.5471549425069498,0.744530548739161,0.952767133604226,0.7518661344070187,0.7123408084241203
KS,107,1990,4,91376.37386704958,127473.3398643135,60413.602414378016,123820.45877382589,66608.47227937267,47303.405204124196,72536.77855376665,641919,30403067518.509987,49398.45840846923,1.674819878610594,0.513841421101635,0.4371209552867065,0.5446067525996169,0.7905446061811775,1.7602367532768532,0.9145620743638948,0.9658540804064867,0.8907598998725151,0.21450991956608859,0.769942382761386,0.9624874789498363,0.8627804747755751,0.7561832917448847
KY,107,1990,1,97817.02683607265,244211.93259883564,57661.65833381901,195732.7980473663,88510.69879067168,45423.371088176835,102860.23438655357,890912,40125057096.08924,114320.85415291137,0.7747053957033576,0.1604335359807935,0.3474924238378045,0.2497478208336854,0.45214719805246056,0.520451556071786,0.7367623588451567,1.076725752544743,0.6724375401611504,0.1631860492209346,0.6651365286067501,0.6894743813081426,0.7491402399778451,0.5105625357144702
KY,107,1990,2,80458.66971578849,180636.48670119254,53585.38225979609,116429.83351333426,58376.22550617977,41646.92603019813,63628.66779230047,1266021,26781904375.224777,84218.75569990944,0.8649910429945822,0.19839683511964173,0.4435544807260681,0.4775481232626823,0.810032888375243,0.722252831823088,0.9188520271524013,0.965961685352816,0.8941389618119145,0.6297144304380694,0.8172804705539902,0.5002397274610769,0.7593711845602109,0.6173177910381371
KY,107,1990,3,14351.383487066652,26818.85348332,8726.906611059176,19273.838805967906,10355.371957347958,7541.138644816029,11271.534646417706,642047,755587737.5573316,12121.540683818454,1.0719722160165788,0.28635655148207767,0.3697712300733951,0.5544355817078351,0.7681676125769064,1.0326732133401757,0.9239251888570555,0.9515395594093844,0.9003175611351798,0.3953100449011298,0.7662071866917635,0.9345219275224399,0.8563523829003016,0.6971691489299501
KY,107,1990,4,67958.42732380118,159846.40028370978,28761.5579067736,130924.14221179178,71747.97678230166,47649.24866964527,78014.97299499305,893121,20567543296.933975,91632.22733923512,0.6714948093250638,0.1807510875363929,0.17911756349000363,0.2694307534655115,0.3793565590966877,0.3621890812137945,0.6314549935440571,0.7131112160336516,0.6159569497321629,0.201016185238428,0.44499058809318837,0.6750440309879624,0.7054302718601572,0.4481779108535399
KY,107,1990,5,92587.64555773532,154134.545151992,55747.52066749394,133473.23009257822,69520.05951782918,50215.071334445056,76061.4204682548,670728,29328748975.1584,94394.98227058623,0.8880792325929685,0.36083288483982706,0.3625309036555054,0.48119126996337286,0.7408458537911817,0.733332125476954,0.8878746287991904,0.9219109233269651,0.8607432207408698,0.22614969325882905,0.7498218141682214,0.9315803127348194,0.9182531251658262,0.7031255586607039
KY,107,1990,6,62201.94604387404,111003.33381193958,51162.73362983161,65062.79396280519,41463.0605825244,32142.803891670028,44059.1039525414,639756,14330094503.196815,40151.26265248629,1.402659792758834,0.31400452004277907,0.6765494374310799,0.9139922774152294,0.97876602295589,1.7519764215103646,1.0001182606072991,0.9675874303547302,0.9982821688339406,0.8802532812284399,0.9157930445881227,0.9534525662908984,0.8482204965596154,0.8336484606432205
LA,107,1990,1,48172.813842169744,92868.6496139424,34666.6098382214,65597.22456034478,33841.1618191718,26070.81561121522,36448.97631664049,1245099,8714077172.233702,45299.69795440937,0.9628403713792003,0.26907030339150306,0.5178675703285895,0.5393033280929904,0.8722324428727211,0.7945882430077391,0.9489984238637799,0.9238839045266888,0.9345481486426291,0.28392009396905366,0.8282749044358115,0.4682382686035408,0.8366282027540871,0.749365422357644
LA,107,1990,2,19418.361624458506,60122.743498373144,10228.257966004476,26308.980698151216,17001.649249419046,12083.471713473866,18693.122198074805,961301,1888941377.483414,11598.528581641085,1.5158536393192532,0.10431519863314426,0.27744581377375227,0.5447749438039443,0.5400399799656818,2.0275077722093746,0.7614305074990314,0.8035092101389105,0.7345404924171183,0.49204380988115143,0.5822026410935731,0.6454970919618309,0.6271285347964359,0.5604768402596692
LA,107,1990,3,83955.59749860252,290688.110493132,50181.01134579623,135495.88676677772,64357.06777522902,38241.118631077275,72232.39543605149,1731794,27861570351.789146,79525.99514448809,0.9558464413979009,0.08341511937739218,0.3572559792033567,0.3839256165596703,0.6068749819903373,0.7317459879245338,0.8696853394235068,1.0977136718795488,0.8218690789839234,0.15886016737253209,0.6766852235802405,0.3435651122477616,0.794773897878567,0.5373488804987528
